protid,PC_Run,Entry.Name,Organism,Taxonomic.lineage,Lineage
A0A4S9ABC0,Both,A0A4S9ABC0_AURPU,Aureobasidium pullulans (Black yeast) (Pullularia pullulans),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Dothideales (order), Saccotheciaceae (family), Aureobasidium (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Dothideales', 'Saccotheciaceae', 'Aureobasidium']"
A0A4S9ESF1,Both,A0A4S9ESF1_AURPU,Aureobasidium pullulans (Black yeast) (Pullularia pullulans),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Dothideales (order), Saccotheciaceae (family), Aureobasidium (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Dothideales', 'Saccotheciaceae', 'Aureobasidium']"
A0A4S9THF0,Both,A0A4S9THF0_AURPU,Aureobasidium pullulans (Black yeast) (Pullularia pullulans),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Dothideales (order), Saccotheciaceae (family), Aureobasidium (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Dothideales', 'Saccotheciaceae', 'Aureobasidium']"
A0A0H2ST09,Both,A0A0H2ST09_9AGAM,Schizopora paradoxa,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Hymenochaetales (order), Schizoporaceae (family), Schizopora (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Agaricomycetes', 'Agaricomycetes incertae sedis', 'Hymenochaetales', 'Schizoporaceae', 'Schizopora']"
A0A292PTM3,Both,A0A292PTM3_9PEZI,Tuber aestivum (summer truffle),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), Pezizomycetes (class), Pezizales (order), Tuberaceae (family), Tuber (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'Pezizomycetes', 'Pezizales', 'Tuberaceae', 'Tuber']"
A0A4S9RMF3,Both,A0A4S9RMF3_AURPU,Aureobasidium pullulans (Black yeast) (Pullularia pullulans),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Dothideales (order), Saccotheciaceae (family), Aureobasidium (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Dothideales', 'Saccotheciaceae', 'Aureobasidium']"
A0A2N5UJG9,Both,A0A2N5UJG9_9BASI,Puccinia coronata f. sp. avenae,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Pucciniaceae (family), Puccinia (genus), Puccinia coronata (species), Puccinia coronata var. avenae (varietas)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Pucciniomycotina', 'Pucciniomycetes', 'Pucciniales', 'Pucciniaceae', 'Puccinia', 'Puccinia coronata', 'Puccinia coronata var. avenae']"
A0A5B0QIR2,Both,A0A5B0QIR2_PUCGR,Puccinia graminis f. sp. tritici,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Pucciniaceae (family), Puccinia (genus), Puccinia graminis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Pucciniomycotina', 'Pucciniomycetes', 'Pucciniales', 'Pucciniaceae', 'Puccinia', 'Puccinia graminis']"
A0A180H5V5,Both,A0A180H5V5_PUCT1,Puccinia triticina (isolate 1-1 / race 1 (BBBD)) (Brown leaf rust fungus),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Pucciniaceae (family), Puccinia (genus), Puccinia triticina (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Pucciniomycotina', 'Pucciniomycetes', 'Pucciniales', 'Pucciniaceae', 'Puccinia', 'Puccinia triticina']"
A0A0L6UGI9,Both,A0A0L6UGI9_9BASI,Puccinia sorghi,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Pucciniaceae (family), Puccinia (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Pucciniomycotina', 'Pucciniomycetes', 'Pucciniales', 'Pucciniaceae', 'Puccinia']"
A0A409VBN2,Both,A0A409VBN2_9AGAR,Gymnopilus dilepis,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Agaricineae (suborder), Hymenogastraceae (family), Gymnopilus (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Agaricomycetes', 'Agaricomycetidae', 'Agaricales', 'Agaricineae', 'Hymenogastraceae', 'Gymnopilus']"
A0A2X0MK11,Both,A0A2X0MK11_9BASI,Microbotryum silenes-dioicae,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Microbotryomycetes (class), Microbotryales (order), Microbotryaceae (family), Microbotryum (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Pucciniomycotina', 'Microbotryomycetes', 'Microbotryales', 'Microbotryaceae', 'Microbotryum']"
A0A4Y9Z683,Both,A0A4Y9Z683_9AGAM,Dentipellis fragilis,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Russulales (order), Hericiaceae (family), Dentipellis (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Agaricomycetes', 'Agaricomycetes incertae sedis', 'Russulales', 'Hericiaceae', 'Dentipellis']"
A0A5B0SCN5,Both,A0A5B0SCN5_PUCGR,Puccinia graminis f. sp. tritici,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Pucciniaceae (family), Puccinia (genus), Puccinia graminis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Pucciniomycotina', 'Pucciniomycetes', 'Pucciniales', 'Pucciniaceae', 'Puccinia', 'Puccinia graminis']"
A0A0A2KIE5,Both,A0A0A2KIE5_PENIT,Penicillium italicum (Blue mold),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Penicillium (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Penicillium']"
V5G412,Both,V5G412_BYSSN,Byssochlamys spectabilis (strain No. 5 / NBRC 109023) (Paecilomyces variotii),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Thermoascaceae (family), Paecilomyces (genus), Byssochlamys spectabilis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Thermoascaceae', 'Paecilomyces', 'Byssochlamys spectabilis']"
A0A1S9RNX3,Both,A0A1S9RNX3_PENBI,Penicillium brasilianum,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Penicillium (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Penicillium']"
A0A100I3W6,Both,A0A100I3W6_ASPNG,Aspergillus niger,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus subgen. Circumdati (subgenus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'Aspergillus subgen. Circumdati']"
A0A401L4A6,Both,A0A401L4A6_ASPAW,Aspergillus awamori (Black koji mold),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus']"
S2JIV6,Both,S2JIV6_MUCC1,Mucor circinelloides f. circinelloides (strain 1006PhL) (Mucormycosis agent) (Calyptromyces circinelloides),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Mucor (genus), Mucor circinelloides (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Fungi incertae sedis', 'Mucoromycota', 'Mucoromycotina', 'Mucoromycetes', 'Mucorales', 'Mucorineae', 'Mucoraceae', 'Mucor', 'Mucor circinelloides']"
A0A3G2S6A2,Both,A0A3G2S6A2_9BASI,Malassezia restricta CBS 7877,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Malasseziomycetes (class), Malasseziales (order), Malasseziaceae (family), Malassezia (genus), Malassezia restricta (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Ustilaginomycotina', 'Malasseziomycetes', 'Malasseziales', 'Malasseziaceae', 'Malassezia', 'Malassezia restricta']"
A0A0C9N219,Both,A0A0C9N219_9FUNG,Mucor ambiguus,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Mucoraceae (family), Mucor (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Fungi incertae sedis', 'Mucoromycota', 'Mucoromycotina', 'Mucoromycetes', 'Mucorales', 'Mucorineae', 'Mucoraceae', 'Mucor']"
A0A2N1JBK3,Both,A0A2N1JBK3_9BASI,Malassezia vespertilionis,"Malassezia (genus), Malasseziaceae (family), Malasseziales (order), Malasseziomycetes (class), Ustilaginomycotina (subphylum), Basidiomycota (phylum), Dikarya (subkingdom), Fungi (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)",
A0A226D8X1,Both,A0A226D8X1_FOLCA,Folsomia candida (Springtail),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Mandibulata (no rank), Pancrustacea (no rank), Hexapoda (subphylum), Collembola (class), Entomobryomorpha (order), Isotomoidea (superfamily), Isotomidae (family), Proisotominae (subfamily), Folsomia (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Protostomia', 'Ecdysozoa', 'Panarthropoda', 'Arthropoda', 'Mandibulata', 'Pancrustacea', 'Hexapoda', 'Collembola', 'Entomobryomorpha', 'Isotomoidea', 'Isotomidae', 'Proisotominae', 'Folsomia']"
A0A5N6KT45,Both,A0A5N6KT45_9ROSI,Carpinus fangiana,"cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (no rank), Tracheophyta (no rank), Euphyllophyta (no rank), Spermatophyta (no rank), Magnoliopsida (class), Mesangiospermae (no rank), eudicotyledons (no rank), Gunneridae (no rank), Pentapetalae (no rank), rosids (no rank), fabids (no rank), Fagales (order), Betulaceae (family), Carpinus (genus)","['cellular organisms', 'Eukaryota', 'Viridiplantae', 'Streptophyta', 'Streptophytina', 'Embryophyta', 'Tracheophyta', 'Euphyllophyta', 'Spermatophyta', 'Magnoliopsida', 'Mesangiospermae', 'eudicotyledons', 'Gunneridae', 'Pentapetalae', 'rosids', 'fabids', 'Fagales', 'Betulaceae', 'Carpinus']"
A0A7J6TT41,Both,A0A7J6TT41_PEROL,Perkinsus olseni (Perkinsus atlanticus),"cellular organisms (no rank), Eukaryota (superkingdom), Sar (no rank), Alveolata (no rank), Perkinsozoa (phylum), Perkinsea (no rank), Perkinsida (order), Perkinsidae (family), Perkinsus (genus)","['cellular organisms', 'Eukaryota', 'Sar', 'Alveolata', 'Perkinsozoa', 'Perkinsea', 'Perkinsida', 'Perkinsidae', 'Perkinsus']"
A0A061HA90,New,A0A061HA90_9BASI,Pseudozyma flocculosa PF-1,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Ustilaginomycetes (class), Ustilaginales (order), Ustilaginaceae (family), Pseudozyma (genus), Pseudozyma flocculosa (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Ustilaginomycotina', 'Ustilaginomycetes', 'Ustilaginales', 'Ustilaginaceae', 'Pseudozyma', 'Pseudozyma flocculosa']"
A0A066VBJ4,New,A0A066VBJ4_TILAU,Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Exobasidiomycetes (class), Georgefischeriales (order), Tilletiariaceae (family), Tilletiaria (genus), Tilletiaria anomala (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Ustilaginomycotina', 'Exobasidiomycetes', 'Georgefischeriales', 'Tilletiariaceae', 'Tilletiaria', 'Tilletiaria anomala']"
A0A072PQI0,New,A0A072PQI0_9EURO,Exophiala aquamarina CBS 119918,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Exophiala (genus), Exophiala aquamarina (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Exophiala', 'Exophiala aquamarina']"
A0A074WUS4,New,A0A074WUS4_9PEZI,Aureobasidium namibiae CBS 147.97,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Dothideales (order), Saccotheciaceae (family), Aureobasidium (genus), Aureobasidium namibiae (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Dothideales', 'Saccotheciaceae', 'Aureobasidium', 'Aureobasidium namibiae']"
A0A074YRE8,New,A0A074YRE8_AURSE,Aureobasidium subglaciale (strain EXF-2481) (Aureobasidium pullulans var. subglaciale),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Dothideales (order), Saccotheciaceae (family), Aureobasidium (genus), Aureobasidium subglaciale (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Dothideales', 'Saccotheciaceae', 'Aureobasidium', 'Aureobasidium subglaciale']"
A0A093ZHI9,New,A0A093ZHI9_9PEZI,Pseudogymnoascus sp. VKM F-3775,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Leotiomycetes incertae sedis (no rank), Pseudeurotiaceae (family), Pseudogymnoascus (genus), unclassified Pseudogymnoascus (no rank)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'sordariomyceta', 'Leotiomycetes', 'Leotiomycetes incertae sedis', 'Pseudeurotiaceae', 'Pseudogymnoascus', 'unclassified Pseudogymnoascus']"
A0A0A2L2N3,New,A0A0A2L2N3_PENEN,Penicillium expansum (Blue mold rot fungus),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Penicillium (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Penicillium']"
A0A0D1E2R4,New,A0A0D1E2R4_USTMA,Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Ustilaginomycetes (class), Ustilaginales (order), Ustilaginaceae (family), Ustilago (genus), Ustilago maydis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Ustilaginomycotina', 'Ustilaginomycetes', 'Ustilaginales', 'Ustilaginaceae', 'Ustilago', 'Ustilago maydis']"
A0A0D1X3B2,New,A0A0D1X3B2_EXOME,Exophiala mesophila (Black yeast),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Exophiala (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Exophiala']"
A0A0D2APP7,New,A0A0D2APP7_9PEZI,Verruconis gallopava,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Venturiales (order), Sympoventuriaceae (family), Verruconis (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Pleosporomycetidae', 'Venturiales', 'Sympoventuriaceae', 'Verruconis']"
A0A0D2AWN3,New,A0A0D2AWN3_9EURO,Exophiala spinifera,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Exophiala (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Exophiala']"
A0A0D2DFA3,New,A0A0D2DFA3_9EURO,Fonsecaea pedrosoi CBS 271.37,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Fonsecaea (genus), Fonsecaea pedrosoi (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Fonsecaea', 'Fonsecaea pedrosoi']"
A0A0D2DKS0,New,A0A0D2DKS0_9EURO,Exophiala oligosperma,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Exophiala (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Exophiala']"
A0A0D2EHI1,New,A0A0D2EHI1_9EURO,Exophiala xenobiotica,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Exophiala (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Exophiala']"
